帖子id,帖子链接,帖子用户名,机器人状态,人的形象,是否比赛视频,robot_status原文,媒体类型,语言,特点,数据原文件地址
TcB2-9IeLqw,https://www.youtube.com/watch?v=TcB2-9IeLqw,AI 101,混合,观众,是,混合（都有）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XchKSgfFuMg,https://www.youtube.com/watch?v=XchKSgfFuMg,Times Now,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Zf2NZ3TSobs,https://www.youtube.com/watch?v=Zf2NZ3TSobs,infinite speed track,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
eqHZICTA8hQ,https://www.youtube.com/watch?v=eqHZICTA8hQ,New China TV,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
kA3CMCoKAhY,https://www.youtube.com/shorts/kA3CMCoKAhY,Darrell Williams,强势,服务照护,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pKD0lngMr8U,https://www.youtube.com/watch?v=pKD0lngMr8U,NDTV Profit,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pbsVF5QT9Pw,https://www.youtube.com/watch?v=pbsVF5QT9Pw,CGTN,弱势,观众,是,可爱（可爱，萌萌哒）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
s6U432V2180,https://www.youtube.com/shorts/s6U432V2180,PreguntIA,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
uUM4EK5rvQY,https://www.youtube.com/shorts/uUM4EK5rvQY,Club Scientifique,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vDmnEQv52G8,https://www.youtube.com/shorts/vDmnEQv52G8,TOPRobot,强势,观众,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wD7M_EGXdQg,https://www.youtube.com/shorts/wD7M_EGXdQg,Rhymes With Funky,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
xCSZu-0Cy5A,https://www.youtube.com/shorts/xCSZu-0Cy5A,COUNT ANTIQUES,混合,观众,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
xu5B6ECjM0s,https://www.youtube.com/shorts/xu5B6ECjM0s,XRoboHub,混合,观众,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
02rS8gnwsuo,https://www.youtube.com/shorts/02rS8gnwsuo,CGTN Frontline,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
0Srvab8SdKE,https://www.youtube.com/watch?v=0Srvab8SdKE,tuningblog,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2_qrKpjWL5g,https://www.youtube.com/watch?v=2_qrKpjWL5g,Chris Wabs,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
654joWehTr0,https://www.youtube.com/watch?v=654joWehTr0,Soon,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6IduO98gKRY,https://www.youtube.com/watch?v=6IduO98gKRY,CCTV Video News Agency,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6cxMimGu23g,https://www.youtube.com/watch?v=6cxMimGu23g,The Moscow Times (RU),混合,服务照护,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
8Drislibfcw,https://www.youtube.com/shorts/8Drislibfcw,The Straits Times,常态,观众,是,常态（正常跑步和运动）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
8TqHD93hDWM,https://www.youtube.com/shorts/8TqHD93hDWM,ChinaTech-CLS,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
8ubrGfiJKWI,https://www.youtube.com/shorts/8ubrGfiJKWI,Over Billion Views,混合,服务照护,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
AYlKjjRWexI,https://www.youtube.com/watch?v=AYlKjjRWexI,Over Billion Views,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
AwzBFt0MN4o,https://www.youtube.com/watch?v=AwzBFt0MN4o,Newdle: Understand news together,强势,观众,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BS-1ViudleU,https://www.youtube.com/watch?v=BS-1ViudleU,Oxygen,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BuhO5-3TGvc,https://www.youtube.com/shorts/BuhO5-3TGvc,Chai pe charcha,强势,服务照护,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
C23I9TeqhBk,https://www.youtube.com/shorts/C23I9TeqhBk,Hi China,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
D0czgxyLrso,https://www.youtube.com/shorts/D0czgxyLrso,The Daily Guardian,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DVEkXrgrWgY,https://www.youtube.com/watch?v=DVEkXrgrWgY,New China TV,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DX7d6cf42_E,https://www.youtube.com/watch?v=DX7d6cf42_E,DRM News,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DxTktZ2ecZk,https://www.youtube.com/shorts/DxTktZ2ecZk,Akaich Tech,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
E66cZdw5HXM,https://www.youtube.com/watch?v=E66cZdw5HXM,tuningblog,常态,服务照护,是,常态（正常跑步和运动）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
GM5fzmq1c8M,https://www.youtube.com/shorts/GM5fzmq1c8M,CGTN,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
KsRwJZ0w-8A,https://www.youtube.com/watch?v=KsRwJZ0w-8A,The Sun,常态,服务照护,是,常态（正常跑步和运动）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
LoopftyttHs,https://www.youtube.com/watch?v=LoopftyttHs,The Orcs Den Training,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
M4l_BLE5-b4,https://www.youtube.com/watch?v=M4l_BLE5-b4,Sports TV,混合,观众,是,混合（都有）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
MD5S6dIjY10,https://www.youtube.com/watch?v=MD5S6dIjY10,CGTN Français,混合,服务照护,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
MsMNnPp7EG4,https://www.youtube.com/watch?v=MsMNnPp7EG4,ShanghaiEye魔都眼,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Nc6itzjdoVw,https://www.youtube.com/shorts/Nc6itzjdoVw,KraneShares,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
RFvBHqZUMzo,https://www.youtube.com/shorts/RFvBHqZUMzo,techniahqrobot,强势,观众,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
RLOvc0ti7_s,https://www.youtube.com/watch?v=RLOvc0ti7_s,CNBC-TV18,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
T_mSfT_z1BI,https://www.youtube.com/watch?v=T_mSfT_z1BI,DWS News,混合,观众,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
TnPgfZSZ188,https://www.youtube.com/shorts/TnPgfZSZ188,TechRobotsHere,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
UrH0ob52ooE,https://www.youtube.com/watch?v=UrH0ob52ooE,DPCcars,,,否,,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Vx4LpL7Clvk,https://www.youtube.com/shorts/Vx4LpL7Clvk,Yasir Tech,强势,观众,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Y9KEHSU4KHs,https://www.youtube.com/shorts/Y9KEHSU4KHs,VILCORR,失败,服务照护,是,失败（如摔倒，失去能力）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
YAzzgtniPWc,https://www.youtube.com/shorts/YAzzgtniPWc,Beijing Talent Show,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
YWjRsQL6M2o,https://www.youtube.com/shorts/YWjRsQL6M2o,Next-Level,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ZJu7Wh4Vu9g,https://www.youtube.com/watch?v=ZJu7Wh4Vu9g,DAKVYA,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ZzR-SkBCotY,https://www.youtube.com/watch?v=ZzR-SkBCotY,ShanghaiEye魔都眼,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
fi0ZAzoRgV0,https://www.youtube.com/shorts/fi0ZAzoRgV0,KNOWLEDGE WITH SHAKIR,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
gEUEql8D3HE,https://www.youtube.com/shorts/gEUEql8D3HE,Blessed with Fuzhou,强势,服务照护,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
iseIi3fU27w,https://www.youtube.com/shorts/iseIi3fU27w,AI Daily USA,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
lBtj2rUY40M,https://www.youtube.com/watch?v=lBtj2rUY40M,T24,失败,观众,是,失败（如摔倒，失去能力）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
lsEvv3Vt3Ig,https://www.youtube.com/shorts/lsEvv3Vt3Ig,CodersVoice (CodersVoice),弱势,观众,是,可爱（可爱，萌萌哒）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
mhOfT63KO60,https://www.youtube.com/watch?v=mhOfT63KO60,Firstpost,常态,服务照护,是,常态（正常跑步和运动）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
obow_kCM0U8,https://www.youtube.com/watch?v=obow_kCM0U8,METRO TV,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
tgv6uabCt3k,https://www.youtube.com/watch?v=tgv6uabCt3k,CCTV Video News Agency,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wAhBWZrl8wU,https://www.youtube.com/shorts/wAhBWZrl8wU,Shubham Goswami,强势,服务照护,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
0L97_TrpAME,https://www.youtube.com/watch?v=0L97_TrpAME,CGTN,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
0zJ9egZmnCQ,https://www.youtube.com/watch?v=0zJ9egZmnCQ,Funny Videos,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
1Q0647-i0Ck,https://www.youtube.com/watch?v=1Q0647-i0Ck,ShanghaiEye魔都眼,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2VHfpBpuMGg,https://www.youtube.com/shorts/2VHfpBpuMGg,Hi China,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
303baWXaIlw,https://www.youtube.com/watch?v=303baWXaIlw,VIVA.CO.ID,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
5vSkdb7lN2w,https://www.youtube.com/watch?v=5vSkdb7lN2w,ALPHATESTER,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6iZtnNyeNOk,https://www.youtube.com/shorts/6iZtnNyeNOk,Global Talk,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
7ShAr6abMhU,https://www.youtube.com/shorts/7ShAr6abMhU,ExamGuru Official,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
8AJhBw-Ples,https://www.youtube.com/shorts/8AJhBw-Ples,Code by Nadiia,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
AZOFd7kIgkE,https://www.youtube.com/watch?v=AZOFd7kIgkE,CNA,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
B5MhJqOKqFE,https://www.youtube.com/watch?v=B5MhJqOKqFE,Sin Po tv,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
B6h7VLoYqTs,https://www.youtube.com/watch?v=B6h7VLoYqTs,ShanghaiEye魔都眼,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DccBxOqiFbo,https://www.youtube.com/shorts/DccBxOqiFbo,azcentral.com and The Arizona Republic,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Dze8dIqw3qI,https://www.youtube.com/shorts/Dze8dIqw3qI,DOT AI Shorts,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
EjsrT7MT7kw,https://www.youtube.com/shorts/EjsrT7MT7kw,Deepen Tech Explanation,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
FXP-UiShqgU,https://www.youtube.com/watch?v=FXP-UiShqgU,KiNG NiCO,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
F_z7XnqfVnM,https://www.youtube.com/shorts/F_z7XnqfVnM,Nonstopshow,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
G1wLqm_jm_0,https://www.youtube.com/watch?v=G1wLqm_jm_0,KOREA,常态,服务照护,是,常态（正常跑步和运动）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
GJLtnLpXF1s,https://www.youtube.com/shorts/GJLtnLpXF1s,环球时报 Global Times,弱势,观众,是,可爱（可爱，萌萌哒）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
GhlPwMZw-tE,https://www.youtube.com/watch?v=GhlPwMZw-tE,CCTV Video News Agency,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
GlHzEwmrgKw,https://www.youtube.com/shorts/GlHzEwmrgKw,KHOU 11,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HdrUIqX-dTI,https://www.youtube.com/watch?v=HdrUIqX-dTI,India Global Review,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JeNwfL1nXpQ,https://www.youtube.com/shorts/JeNwfL1nXpQ,Androsapien,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
LkMSwh3TEiM,https://www.youtube.com/watch?v=LkMSwh3TEiM,DPCcars,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
MFsOLnzshpc,https://www.youtube.com/watch?v=MFsOLnzshpc,AI 365,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
MohXsYAKSlw,https://www.youtube.com/watch?v=MohXsYAKSlw,CN.科技发布会,混合,观众,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Rwp5LO98Ot0,https://www.youtube.com/shorts/Rwp5LO98Ot0,CCTV Video News Agency,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
S2WpOK47aBw,https://www.youtube.com/shorts/S2WpOK47aBw,SYNAPTIC,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
UOVrZxUlCFQ,https://www.youtube.com/watch?v=UOVrZxUlCFQ,TG • Sports,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
VNulhlqvjVY,https://www.youtube.com/shorts/VNulhlqvjVY,Shandong Vibes,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
VPuHSNv7YwQ,https://www.youtube.com/watch?v=VPuHSNv7YwQ,CNBC-TV18,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Wh1pXxT2dJs,https://www.youtube.com/watch?v=Wh1pXxT2dJs,CN.科技发布会,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
X-8TMz2GTes,https://www.youtube.com/shorts/X-8TMz2GTes,Sports N Facts,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
X0RYV11ZiS0,https://www.youtube.com/watch?v=X0RYV11ZiS0,DW Shift,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XzWlmvxaKFQ,https://www.youtube.com/shorts/XzWlmvxaKFQ,News Fish,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
_InUiOyd3tU,https://www.youtube.com/watch?v=_InUiOyd3tU,Yicai 第一财经,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
b3bdPlxnqiQ,https://www.youtube.com/watch?v=b3bdPlxnqiQ,Sports Central by DRM,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
fS1eiI_WrJk,https://www.youtube.com/watch?v=fS1eiI_WrJk,africanews,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
fk0H0wJ7i-8,https://www.youtube.com/shorts/fk0H0wJ7i-8,News18 India,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
hlq-PNBACQI,https://www.youtube.com/watch?v=hlq-PNBACQI,JustAs it is,常态,服务照护,是,常态（正常跑步和运动）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
i14hIX9aCKI,https://www.youtube.com/watch?v=i14hIX9aCKI,Sky News,弱势,服务照护,是,可爱（可爱，萌萌哒）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
j7rhvRQLhY8,https://www.youtube.com/shorts/j7rhvRQLhY8,Jaze Phua,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
kt8NU-30-Xg,https://www.youtube.com/watch?v=kt8NU-30-Xg,TAKASU 高須正和,混合,观众,是,混合（都有）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
lfwfg1gqn78,https://www.youtube.com/shorts/lfwfg1gqn78,The ArjunAayu_Vlogs,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
nPa279ULzhM,https://www.youtube.com/shorts/nPa279ULzhM,知東莞 Pro,混合,观众,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
n_XKtLgkt6k,https://www.youtube.com/shorts/n_XKtLgkt6k,China Vitality,混合,观众,是,混合（都有）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
oDvKRhD6oNg,https://www.youtube.com/watch?v=oDvKRhD6oNg,Latin American News,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
og3HgVWqGwU,https://www.youtube.com/shorts/og3HgVWqGwU,ChinaTech-CLS,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pTeX5oryxtg,https://www.youtube.com/shorts/pTeX5oryxtg,Beijing Business Today,强势,观众,是,强势（如超高性能，跑得很快）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
tGoJD3mAbnM,https://www.youtube.com/watch?v=tGoJD3mAbnM,MERUHOOD FILMS,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
tuyI0eZgb9U,https://www.youtube.com/shorts/tuyI0eZgb9U,Hainan Touch,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vK_jaf7mZ9o,https://www.youtube.com/shorts/vK_jaf7mZ9o,ShanghaiEye魔都眼,失败,服务照护,是,失败（如摔倒，失去能力）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vNvNSL7BSsM,https://www.youtube.com/shorts/vNvNSL7BSsM,Rod Miller,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vhhlTRpiK98,https://www.youtube.com/shorts/vhhlTRpiK98,Lily Wang,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wJ1sDd9wc9E,https://www.youtube.com/watch?v=wJ1sDd9wc9E,Deng Viva,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
xeFwV4bfZw0,https://www.youtube.com/shorts/xeFwV4bfZw0,The Sports Explainer,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
y67DVFXQl-4,https://www.youtube.com/shorts/y67DVFXQl-4,ChinaTech-CLS,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
yAdm-T2rRWU,https://www.youtube.com/shorts/yAdm-T2rRWU,Sharing Life's Slices,常态,服务照护,是,常态（正常跑步和运动）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
yBdO3xBYpcI,https://www.youtube.com/watch?v=yBdO3xBYpcI,India Global Review,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
